"word.subject","word.plot_names","word.question_type","word.score","word.willingness_to_pay","word.sentiment_score"
4,"exp_rise_concave","satisfaction",81,10.9034875525361,0.740851640701294
4,"exp_fall_concave","satisfaction",66,10.2103403719762,-0.784012526273727
4,"sin_fr_full","satisfaction",77,10.6158054800843,-0.0315016508102417
4,"sin_fr_partial","satisfaction",64,10.6158054800843,-0.089394211769104
4,"sin_rf_full","satisfaction",35,9.51719319141624,-0.544096291065216
4,"sin_rf_partial","satisfaction",46,NA,-0.692297875881195
4,"sin_rfr_full","satisfaction",64,10.2103403719762,-0.306796133518219
4,"sin_rfr_partial","satisfaction",62,10.6158054800843,-0.089394211769104
4,"sin_frf_full","satisfaction",25,9.51719319141624,-0.70612096786499
4,"sin_frf_partial","satisfaction",31,NA,-0.488861799240112
4,"sin_frfr","satisfaction",15,9.51719319141624,-0.70612096786499
4,"sin_rfrf","satisfaction",24,9.51719319141624,-0.70612096786499
4,"logistic_rise","satisfaction",58,10.6158054800843,0.550001502037048
4,"logistic_fall","satisfaction",34,9.51719319141624,-0.802764624357224
4,"positive_change_full","satisfaction",64,10.6158054800843,0.0510025024414062
4,"positive_change_partial","satisfaction",39,10.2103403719762,-0.764777109026909
4,"negative_change_full","satisfaction",27,9.51719319141624,-0.680414855480194
4,"negative_change_partial","satisfaction",72,10.2103403719762,-0.764777109026909
4,"linear_rise_sharp_fall","satisfaction",13,NA,-0.802764624357224
4,"linear_rise_sharp_fall_exp_rise","satisfaction",64,10.7981270368783,-0.649446249008179
5,"linear_rise","satisfaction",100,10.9034875525361,-0.141457617282867
5,"linear_fall","satisfaction",0,NA,-0.817492663860321
5,"linear_low","satisfaction",0,NA,-0.823654994368553
5,"linear_middle","satisfaction",50,10.6158054800843,-0.630495667457581
5,"linear_high","satisfaction",100,11.1266311038503,0.721057891845703
5,"exp_rise_convex","satisfaction",90,10.9034875525361,-0.651590406894684
5,"exp_fall_convex","satisfaction",0,NA,-0.799278080463409
5,"exp_rise_concave","satisfaction",100,10.9034875525361,0.519103050231934
5,"exp_fall_concave","satisfaction",0,NA,-0.712808191776276
5,"sin_fr_full","satisfaction",70,10.6158054800843,0.47876763343811
5,"sin_fr_partial","satisfaction",70,10.9034875525361,-0.664026856422424
5,"sin_rf_full","satisfaction",19,NA,-0.70612096786499
5,"sin_rf_partial","satisfaction",0,NA,-0.744901865720749
5,"sin_rfr_full","satisfaction",75,10.7981270368783,0.672617316246033
5,"sin_rfr_partial","satisfaction",90,10.7699561599116,-0.79763925075531
5,"sin_frf_full","satisfaction",0,NA,-0.785624906420708
5,"sin_frf_partial","satisfaction",0,NA,-0.817492663860321
5,"sin_frfr","satisfaction",51,NA,-0.812215283513069
5,"sin_rfrf","satisfaction",0,NA,-0.800065264105797
5,"logistic_rise","satisfaction",75,10.7981270368783,-0.666727006435394
5,"logistic_fall","satisfaction",0,NA,-0.710642039775848
5,"positive_change_full","satisfaction",60,10.6158054800843,-0.819624036550522
5,"positive_change_partial","satisfaction",0,NA,-0.792193725705147
5,"negative_change_full","satisfaction",40,NA,-0.729414105415344
5,"negative_change_partial","satisfaction",40,NA,-0.805417850613594
5,"linear_rise_sharp_fall","satisfaction",0,NA,-0.693302482366562
5,"linear_rise_sharp_fall_exp_rise","satisfaction",100,10.9034875525361,0.603471994400024
6,"linear_rise","satisfaction",92,10.6158054800843,-0.591009885072708
6,"linear_fall","satisfaction",32,9.1605182474775,-0.781182378530502
6,"linear_low","satisfaction",4,8.13089883029635,-0.781182378530502
6,"linear_middle","satisfaction",75,10.2103403719762,0.597588777542114
6,"linear_high","satisfaction",92,10.6158054800843,0.664202928543091
6,"exp_rise_convex","satisfaction",93,10.7981270368783,0.63322389125824
6,"exp_fall_convex","satisfaction",26,10.2103403719762,-0.818439438939095
6,"exp_rise_concave","satisfaction",95,10.5468126085974,0.664202928543091
6,"exp_fall_concave","satisfaction",27,9.41183267575841,-0.7435462474823
6,"sin_fr_full","satisfaction",91,9.99838401005254,0.138479351997375
6,"sin_fr_partial","satisfaction",79,10.5468126085974,0.569373607635498
6,"sin_rf_full","satisfaction",83,10.2103403719762,0.805129051208496
6,"sin_rf_partial","satisfaction",63,10.1049798563184,-0.498227596282959
6,"sin_rfr_full","satisfaction",89,10.5819039284087,0.569373607635498
6,"sin_rfr_partial","satisfaction",73,10.2103403719762,0.138479351997375
6,"sin_frf_full","satisfaction",35,9.9226582995244,-0.652963817119598
6,"sin_frf_partial","satisfaction",41,10.3926619287701,0.138479351997375
6,"sin_frfr","satisfaction",67,10.1850225639919,0.138479351997375
6,"sin_rfrf","satisfaction",34,9.42507790250843,-0.817492663860321
6,"logistic_rise","satisfaction",86,10.6803440012219,0.780215501785278
6,"logistic_fall","satisfaction",65,9.1605182474775,-0.80050952732563
6,"positive_change_full","satisfaction",43,9.9226582995244,-0.77855496108532
6,"positive_change_partial","satisfaction",44,9.80986280537906,0.377620816230774
6,"negative_change_full","satisfaction",85,10.6158054800843,-0.0785171985626221
6,"negative_change_partial","satisfaction",72,10.4727046364437,-0.565425992012024
6,"linear_rise_sharp_fall","satisfaction",62,10.3926619287701,-0.0785171985626221
6,"linear_rise_sharp_fall_exp_rise","satisfaction",78,10.2103403719762,0.790867328643799
7,"linear_rise","satisfaction",93,10.9034875525361,0.660629868507385
7,"linear_fall","satisfaction",5,7.90775527898214,-0.802764624357224
7,"linear_low","satisfaction",0,5.60517018598809,-0.800098866224289
7,"linear_middle","satisfaction",39,10.2103403719762,0.597588777542114
7,"linear_high","satisfaction",100,10.9034875525361,0.664202928543091
7,"exp_rise_convex","satisfaction",28,7.90775527898214,-0.786522537469864
7,"exp_fall_convex","satisfaction",6,5.60517018598809,-0.760498642921448
7,"exp_rise_concave","satisfaction",4,7.90775527898214,-0.6385458111763
7,"exp_fall_concave","satisfaction",76,10.9034875525361,0.0510025024414062
7,"sin_fr_full","satisfaction",70,10.6158054800843,0.660629868507385
7,"sin_fr_partial","satisfaction",59,10.7981270368783,0.664202928543091
7,"sin_rf_full","satisfaction",70,10.9034875525361,0.182067513465881
7,"sin_rf_partial","satisfaction",13,7.90775527898214,-0.800786420702934
7,"sin_rfr_full","satisfaction",8,7.90775527898214,-0.80050952732563
7,"sin_rfr_partial","satisfaction",18,9.51719319141624,-0.583935678005219
7,"sin_frf_full","satisfaction",32,7.90775527898214,-0.80050952732563
7,"sin_frf_partial","satisfaction",17,7.90775527898214,-0.80050952732563
7,"sin_frfr","satisfaction",40,9.51719319141624,-0.792900040745735
7,"sin_rfrf","satisfaction",7,9.51719319141624,-0.150505900382996
7,"logistic_rise","satisfaction",79,10.9034875525361,0.0707374811172485
7,"logistic_fall","satisfaction",76,10.9034875525361,0.263500809669495
7,"positive_change_full","satisfaction",73,10.9034875525361,-0.746947407722473
7,"positive_change_partial","satisfaction",49,10.6158054800843,-0.0315016508102417
7,"negative_change_full","satisfaction",44,7.90775527898214,-0.817492663860321
7,"negative_change_partial","satisfaction",38,10.6158054800843,-0.746947407722473
7,"linear_rise_sharp_fall","satisfaction",22,9.51719319141624,-0.738604694604874
7,"linear_rise_sharp_fall_exp_rise","satisfaction",43,7.90775527898214,-0.14861673116684
8,"linear_rise","satisfaction",66,10.7981270368783,0.569373607635498
8,"linear_fall","satisfaction",2,NA,-0.781182378530502
8,"linear_low","satisfaction",0,NA,-0.781182378530502
8,"linear_middle","satisfaction",51,7.68461172766793,-0.584854155778885
8,"linear_high","satisfaction",100,10.9034875525361,0.70619523525238
8,"exp_rise_convex","satisfaction",62,10.3926619287701,0.675250887870789
8,"exp_fall_convex","satisfaction",0,NA,-0.6385458111763
8,"exp_rise_concave","satisfaction",94,10.8521942581486,0.664202928543091
8,"exp_fall_concave","satisfaction",2,NA,-0.6385458111763
8,"sin_fr_full","satisfaction",62,10.3926619287701,0.569373607635498
8,"sin_fr_partial","satisfaction",67,10.6158054800843,0.569373607635498
8,"sin_rf_full","satisfaction",2,NA,-0.6385458111763
8,"sin_rf_partial","satisfaction",2,NA,-0.6385458111763
8,"sin_rfr_full","satisfaction",62,10.6158054800843,0.569373607635498
8,"sin_rfr_partial","satisfaction",76,10.6803440012219,0.569373607635498
8,"sin_frf_full","satisfaction",3,NA,-0.828065305948257
8,"sin_frf_partial","satisfaction",3,NA,-0.6385458111763
8,"sin_frfr","satisfaction",100,10.7981270368783,0.664202928543091
8,"sin_rfrf","satisfaction",2,NA,-0.6385458111763
8,"logistic_rise","satisfaction",74,10.5468126085974,0.569373607635498
8,"logistic_fall","satisfaction",0,NA,-0.6385458111763
8,"positive_change_full","satisfaction",61,10.2103403719762,0.569373607635498
8,"positive_change_partial","satisfaction",49,10.5468126085974,0.48602294921875
8,"negative_change_full","satisfaction",1,NA,-0.6385458111763
8,"negative_change_partial","satisfaction",57,7.68461172766793,0.48602294921875
8,"linear_rise_sharp_fall","satisfaction",3,6.29831736654804,-0.802764624357224
8,"linear_rise_sharp_fall_exp_rise","satisfaction",60,10.2103403719762,0.48602294921875
9,"linear_rise","satisfaction",50,3.70805020110221,-0.0745089650154114
9,"linear_fall","satisfaction",50,3.70805020110221,0.198509931564331
9,"linear_low","satisfaction",100,3.99573227355399,0.7293781042099
9,"linear_middle","satisfaction",50,3.70805020110221,-0.0745089650154114
9,"linear_high","satisfaction",9,2.6094379124341,-0.688224494457245
9,"exp_rise_convex","satisfaction",49,3.70805020110221,-0.0745089650154114
9,"exp_fall_convex","satisfaction",50,3.70805020110221,-0.0745089650154114
9,"exp_rise_concave","satisfaction",34,3.30258509299405,-0.6385458111763
9,"exp_fall_concave","satisfaction",31,3.30258509299405,-0.6385458111763
9,"sin_fr_full","satisfaction",29,3.30258509299405,-0.6385458111763
9,"sin_fr_partial","satisfaction",30,3.30258509299405,-0.6385458111763
9,"sin_rf_full","satisfaction",30,3.30258509299405,-0.6385458111763
9,"sin_rf_partial","satisfaction",28,3.30258509299405,-0.6385458111763
9,"sin_rfr_full","satisfaction",35,3.30258509299405,-0.6385458111763
9,"sin_rfr_partial","satisfaction",31,3.30258509299405,-0.6385458111763
9,"sin_frf_full","satisfaction",47,3.70805020110221,0.198509931564331
9,"sin_frf_partial","satisfaction",40,3.70805020110221,0.198509931564331
9,"sin_frfr","satisfaction",49,3.70805020110221,-0.0745089650154114
9,"sin_rfrf","satisfaction",29,3.30258509299405,-0.6385458111763
9,"logistic_rise","satisfaction",40,3.70805020110221,0.198509931564331
9,"logistic_fall","satisfaction",46,3.70805020110221,0.198509931564331
9,"positive_change_full","satisfaction",30,3.30258509299405,-0.6385458111763
9,"positive_change_partial","satisfaction",30,3.30258509299405,-0.6385458111763
9,"negative_change_full","satisfaction",30,3.30258509299405,-0.6385458111763
9,"negative_change_partial","satisfaction",30,3.30258509299405,-0.6385458111763
9,"linear_rise_sharp_fall","satisfaction",57,3.70805020110221,0.569373607635498
9,"linear_rise_sharp_fall_exp_rise","satisfaction",49,3.70805020110221,0.569373607635498
10,"linear_rise","satisfaction",50,NA,0.518240928649902
10,"linear_fall","satisfaction",25,NA,-0.798230990767479
10,"linear_low","satisfaction",0,NA,-0.790106594562531
10,"linear_middle","satisfaction",50,10.6158054800843,-0.675742328166962
10,"linear_high","satisfaction",100,10.9034875525361,0.719812631607056
10,"exp_rise_convex","satisfaction",25,NA,0.489366769790649
10,"exp_fall_convex","satisfaction",15,NA,-0.811207756400108
10,"exp_rise_concave","satisfaction",50,10.2103403719762,0.489366769790649
10,"exp_fall_concave","satisfaction",40,NA,-0.79487669467926
10,"sin_fr_full","satisfaction",40,NA,-0.763855904340744
10,"sin_fr_partial","satisfaction",25,NA,0.489366769790649
10,"sin_rf_full","satisfaction",30,NA,-0.784268140792847
10,"sin_rf_partial","satisfaction",15,NA,-0.800098866224289
10,"sin_rfr_full","satisfaction",25,NA,-0.812782943248749
10,"sin_rfr_partial","satisfaction",25,NA,-0.812782943248749
10,"sin_frf_full","satisfaction",25,NA,-0.812782943248749
10,"sin_frf_partial","satisfaction",25,NA,-0.811207756400108
10,"sin_frfr","satisfaction",25,NA,-0.812782943248749
10,"sin_rfrf","satisfaction",25,NA,-0.812782943248749
10,"logistic_rise","satisfaction",25,9.51719319141624,-0.558926582336426
10,"logistic_fall","satisfaction",20,NA,-0.770108759403229
10,"positive_change_full","satisfaction",20,NA,-0.660026460886002
10,"positive_change_partial","satisfaction",25,NA,-0.823672354221344
10,"negative_change_full","satisfaction",25,NA,-0.800098866224289
10,"negative_change_partial","satisfaction",25,NA,-0.800098866224289
10,"linear_rise_sharp_fall","satisfaction",20,NA,-0.784268140792847
10,"linear_rise_sharp_fall_exp_rise","satisfaction",35,NA,0.489366769790649
11,"linear_rise","satisfaction",83,10.9987977323405,0.569373607635498
11,"linear_fall","satisfaction",28,10.6803440012219,-0.685050010681152
11,"linear_low","satisfaction",1,10.5468126085974,-0.781182378530502
11,"linear_middle","satisfaction",50,10.9034875525361,0.692275643348694
11,"linear_high","satisfaction",100,11.1266311038503,0.763096928596497
11,"exp_rise_convex","satisfaction",75,10.9522777167056,0.569373607635498
11,"exp_fall_convex","satisfaction",27,10.6803440012219,-0.802764624357224
11,"exp_rise_concave","satisfaction",76,10.9987977323405,0.70619523525238
11,"exp_fall_concave","satisfaction",17,10.6158054800843,-0.802764624357224
11,"sin_fr_full","satisfaction",50,10.7981270368783,-0.70612096786499
11,"sin_fr_partial","satisfaction",50,10.9034875525361,-0.0785171985626221
11,"sin_rf_full","satisfaction",32,10.7409686230384,-0.0854547023773193
11,"sin_rf_partial","satisfaction",36,10.6803440012219,-0.802764624357224
11,"sin_rfr_full","satisfaction",57,10.9034875525361,0.569373607635498
11,"sin_rfr_partial","satisfaction",61,10.9034875525361,-0.0785171985626221
11,"sin_frf_full","satisfaction",42,10.7409686230384,-0.0854547023773193
11,"sin_frf_partial","satisfaction",44,10.7981270368783,-0.0854547023773193
11,"sin_frfr","satisfaction",26,10.6803440012219,-0.150505900382996
11,"sin_rfrf","satisfaction",36,10.6158054800843,-0.746103793382645
11,"logistic_rise","satisfaction",63,10.8521942581486,-0.14861673116684
11,"logistic_fall","satisfaction",25,10.6803440012219,-0.802764624357224
11,"positive_change_full","satisfaction",57,10.9034875525361,0.377620816230774
11,"positive_change_partial","satisfaction",36,10.7981270368783,-0.811207756400108
11,"negative_change_full","satisfaction",38,10.8521942581486,-0.802764624357224
11,"negative_change_partial","satisfaction",66,10.9034875525361,0.787449598312378
11,"linear_rise_sharp_fall","satisfaction",20,10.6158054800843,-0.802764624357224
11,"linear_rise_sharp_fall_exp_rise","satisfaction",60,10.9034875525361,-0.14861673116684
12,"linear_rise","satisfaction",85,10.8521942581486,0.70619523525238
12,"linear_fall","satisfaction",0,9.41183267575841,-0.635581880807877
12,"linear_low","satisfaction",0,9.1605182474775,-0.770108759403229
12,"linear_middle","satisfaction",100,10.8781697445518,0.423152327537537
12,"linear_high","satisfaction",100,10.9034875525361,0.763096928596497
12,"exp_rise_convex","satisfaction",63,10.8255260110664,0.692275643348694
12,"exp_fall_convex","satisfaction",0,9.41183267575841,-0.757268339395523
12,"exp_rise_concave","satisfaction",100,10.9034875525361,0.775673627853394
12,"exp_fall_concave","satisfaction",0,9.41183267575841,-0.80608694255352
12,"sin_fr_full","satisfaction",10,10.3056505517805,-0.786772906780243
12,"sin_fr_partial","satisfaction",52,10.5468126085974,-0.82760414481163
12,"sin_rf_full","satisfaction",2,10.5468126085974,-0.760498642921448
12,"sin_rf_partial","satisfaction",2,9.51719319141624,-0.807487621903419
12,"sin_rfr_full","satisfaction",2,9.98719682066197,-0.489830911159515
12,"sin_rfr_partial","satisfaction",8,10.2103403719762,-0.719035804271698
12,"sin_frf_full","satisfaction",0,10.2103403719762,-0.70612096786499
12,"sin_frf_partial","satisfaction",2,9.9226582995244,-0.80608694255352
12,"sin_frfr","satisfaction",2,9.51719319141624,-0.362187266349792
12,"sin_rfrf","satisfaction",4,9.51719319141624,0.19019877910614
12,"logistic_rise","satisfaction",57,10.7409686230384,-0.505137056112289
12,"logistic_fall","satisfaction",0,9.51719319141624,-0.80050952732563
12,"positive_change_full","satisfaction",34,10.7111156598887,-0.13082617521286
12,"positive_change_partial","satisfaction",10,10.5104449644265,-0.823307394981384
12,"negative_change_full","satisfaction",1,9.51719319141624,-0.750480443239212
12,"negative_change_partial","satisfaction",20,10.6158054800843,-0.615855634212494
12,"linear_rise_sharp_fall","satisfaction",0,9.51719319141624,-0.802792817354202
12,"linear_rise_sharp_fall_exp_rise","satisfaction",23,10.4727046364437,-0.765156656503677
13,"linear_rise","satisfaction",87,10.9987977323405,0.740851640701294
13,"linear_fall","satisfaction",3,10.2103403719762,-0.795014545321465
13,"linear_low","satisfaction",1,NA,-0.765537053346634
13,"linear_middle","satisfaction",25,10.6158054800843,-0.643200099468231
13,"linear_high","satisfaction",100,11.1266311038503,0.735762715339661
13,"exp_rise_convex","satisfaction",75,10.9034875525361,0.242720365524292
13,"exp_fall_convex","satisfaction",13,5.60517018598809,-0.834916815161705
13,"exp_rise_concave","satisfaction",61,10.9034875525361,0.60629665851593
13,"exp_fall_concave","satisfaction",3,10.3926619287701,-0.763855904340744
13,"sin_fr_full","satisfaction",51,10.9034875525361,0.48602294921875
13,"sin_fr_partial","satisfaction",61,10.9034875525361,0.675250887870789
13,"sin_rf_full","satisfaction",23,8.60090245954208,-0.567055195569992
13,"sin_rf_partial","satisfaction",9,9.98719682066197,-0.800098866224289
13,"sin_rfr_full","satisfaction",32,10.6803440012219,-0.714992552995682
13,"sin_rfr_partial","satisfaction",39,10.9034875525361,-0.583935678005219
13,"sin_frf_full","satisfaction",3,10.3926619287701,-0.833014309406281
13,"sin_frf_partial","satisfaction",11,10.5468126085974,-0.714992552995682
13,"sin_frfr","satisfaction",14,10.5468126085974,-0.643200099468231
13,"sin_rfrf","satisfaction",6,7.90775527898214,-0.770462065935135
13,"logistic_rise","satisfaction",94,11.0432494949113,0.740851640701294
13,"logistic_fall","satisfaction",3,9.51719319141624,-0.818263426423073
13,"positive_change_full","satisfaction",39,10.6158054800843,-0.0854547023773193
13,"positive_change_partial","satisfaction",30,9.98719682066197,-0.797757148742676
13,"negative_change_full","satisfaction",13,9.98719682066197,-0.764197438955307
13,"negative_change_partial","satisfaction",39,10.8521942581486,-0.692231893539429
13,"linear_rise_sharp_fall","satisfaction",5,9.51719319141624,-0.760498642921448
13,"linear_rise_sharp_fall_exp_rise","satisfaction",29,10.7981270368783,0.242720365524292
14,"linear_rise","satisfaction",40,10.2103403719762,-0.80050952732563
14,"linear_fall","satisfaction",79,10.9034875525361,0.692275643348694
14,"linear_low","satisfaction",0,7.90775527898214,-0.790761336684227
14,"linear_middle","satisfaction",51,10.9034875525361,0.597588777542114
14,"linear_high","satisfaction",100,10.9034875525361,0.597588777542114
14,"exp_rise_convex","satisfaction",50,10.6158054800843,-0.78152559697628
14,"exp_fall_convex","satisfaction",80,10.9034875525361,0.743858098983765
14,"exp_rise_concave","satisfaction",80,10.9034875525361,0.743858098983765
14,"exp_fall_concave","satisfaction",50,10.6158054800843,-0.802764624357224
14,"sin_fr_full","satisfaction",72,10.9034875525361,0.377620816230774
14,"sin_fr_partial","satisfaction",60,10.9034875525361,0.692275643348694
14,"sin_rf_full","satisfaction",50,10.6158054800843,-0.802764624357224
14,"sin_rf_partial","satisfaction",50,10.6158054800843,-0.802764624357224
14,"sin_rfr_full","satisfaction",43,10.6158054800843,-0.70612096786499
14,"sin_rfr_partial","satisfaction",72,10.9034875525361,-0.70612096786499
14,"sin_frf_full","satisfaction",50,10.6158054800843,-0.70612096786499
14,"sin_frf_partial","satisfaction",39,10.6158054800843,-0.802764624357224
14,"sin_frfr","satisfaction",36,10.2103403719762,-0.70612096786499
14,"sin_rfrf","satisfaction",19,10.2103403719762,-0.70612096786499
14,"logistic_rise","satisfaction",30,10.6158054800843,-0.789868146181107
14,"logistic_fall","satisfaction",49,10.6158054800843,-0.64746555685997
14,"positive_change_full","satisfaction",9,10.2103403719762,-0.802764624357224
14,"positive_change_partial","satisfaction",40,10.6158054800843,-0.802764624357224
14,"negative_change_full","satisfaction",34,10.2103403719762,-0.80050952732563
14,"negative_change_partial","satisfaction",49,10.6158054800843,-0.786772906780243
14,"linear_rise_sharp_fall","satisfaction",80,10.9034875525361,0.692275643348694
14,"linear_rise_sharp_fall_exp_rise","satisfaction",42,10.6158054800843,-0.786772906780243
15,"linear_rise","satisfaction",80,10.9034875525361,0.550001502037048
15,"linear_fall","satisfaction",0,9.51719319141624,-0.821742534637451
15,"linear_low","satisfaction",0,NA,-0.770108759403229
15,"linear_middle","satisfaction",50,10.9034875525361,-0.573340982198715
15,"linear_high","satisfaction",100,11.1266311038503,0.780901908874512
15,"exp_rise_convex","satisfaction",80,10.9987977323405,0.489366769790649
15,"exp_fall_convex","satisfaction",10,9.98719682066197,-0.737195461988449
15,"exp_rise_concave","satisfaction",85,10.9987977323405,0.489366769790649
15,"exp_fall_concave","satisfaction",33,9.98719682066197,-0.795322969555855
15,"sin_fr_full","satisfaction",66,10.9034875525361,-0.70612096786499
15,"sin_fr_partial","satisfaction",80,10.9987977323405,0.198688626289368
15,"sin_rf_full","satisfaction",20,9.85366542803745,0.59113085269928
15,"sin_rf_partial","satisfaction",25,10.2103403719762,-0.784012526273727
15,"sin_rfr_full","satisfaction",60,10.9034875525361,0.0510025024414062
