,0,1,2,3,4
0,50.30495978909092,50.10152187847311,49.58826191020513,49.682060190446094,49.89973329974105
1,50.41823937575753,50.07890408999998,49.56633757979488,49.65665437391857,49.83515096165341
2,50.48139429616161,50.06600620963444,49.52378481743588,49.66883378064281,49.8418974797809
3,50.457304112558944,50.057721086107506,49.51763605317948,49.6721791514394,49.8031315254781
4,50.54208514393942,50.0505968711183,49.36877225512821,49.68234639766839,49.81151377533866
5,50.53669639575756,50.019314209956995,49.165118595128234,49.695811508241256,49.79912465463426
6,50.631882705622836,50.011013406322554,48.95764460766252,49.66842560022083,49.72668672958348
7,50.56128289612798,49.9668967060645,48.94540001306516,49.60786351542757,49.70230170482443
8,50.70145006063974,49.92846872326882,48.8732587443354,49.53452357645575,49.74687894093728
9,50.77245926282831,49.83793362447314,48.81388432092002,49.394441881658736,49.65301226317851
10,50.880900321245804,49.71297854227956,48.568661471890245,49.42661292010489,49.565784806204036
11,51.086259751447834,49.642900955824125,48.4035956993031,49.36664228249294,49.47467054197276
12,51.22805574329966,49.45459509916137,47.82546705150412,49.213351624929004,49.43829539962554
13,51.30701368868687,49.21478875141314,47.095917085297444,49.12889819776953,49.29106919396417
14,51.573122681111144,49.09202597965376,46.697761662698476,49.08496804830402,49.24198459621797
15,51.95473367208755,49.00124753457426,46.33823604018613,48.97242302384112,49.26861341089228
16,52.484716674828306,48.83485054633053,45.926321292527156,48.93192139906323,49.20580865484259
17,52.96172121964983,48.6987620030232,45.45251620653902,48.87723377553088,49.134468296255044
18,53.74612451463035,48.590859906262594,44.866295284222545,48.88116717499009,49.102980714844605
19,53.9154269996596,48.523207433859724,43.908917079468694,48.832116772994425,49.131960625925316
20,54.37007829930607,48.4615622322981,43.416993343918456,48.82473447954545,49.07168226989125
21,54.7406576035017,48.39147056161355,42.71288224076716,48.86810767535729,49.05384761293245
22,55.45532105601716,48.22208082592843,42.19873493951282,48.84855488338259,49.05033527291278
23,55.820912667153586,48.04769900154003,41.70034782640615,48.82173782975217,48.973839546871716
24,56.157590780509786,47.92811658302734,41.072888217323076,48.77743421236169,48.93878035332549
25,56.692393043404934,47.81420181910886,40.25102819217946,48.59124328052288,48.964462524138085
26,57.19668801337519,47.64538506449805,39.63209993909142,48.57730149684226,49.0303963299466
27,57.58792944479496,47.443497212585804,38.91925753016265,48.52804270875301,49.11548343436794
28,58.245473946072046,47.255404752805596,38.325157906716626,48.44340476195931,49.10040698826891
29,58.47941642634345,47.0876140533959,37.68842380011457,48.289738910216116,49.09434408617189
30,58.8563765103333,46.848185369254644,37.1971328149098,48.19576273582321,49.091061052900415
31,59.09516829191919,46.7587232962863,36.86509979433862,48.13632108070949,49.18331489761813
32,59.31389264593604,46.60903529716213,36.46076399789451,48.120015650537276,49.27792565871799
33,59.508324880804714,46.493141822229894,35.8331181778042,48.00741138476993,49.35947896028164
34,59.89037297380135,46.34296951965851,35.46015949290333,47.90582912005453,49.44920295348436
35,60.0143074646094,46.27922228168362,35.15627820097923,47.741787578461164,49.46644389132891
36,60.19349121446126,46.21633178496178,34.91291338912099,47.598099208315354,49.48122940017824
37,60.33380179175424,46.12136859257419,34.56406055033107,47.45498073733448,49.575238816306125
38,60.5159025611818,46.034870256305155,34.167379968799956,47.39827051715563,49.57754659452759
39,60.797828795020195,46.0174266488065,33.7108434822577,47.22383663559714,49.55697396990456
40,60.87639620143098,46.02196702867504,33.41704620071283,47.09861116462824,49.546204360947605
41,60.9984257639158,45.98566941288473,33.076113293237356,46.982466105069186,49.59594391657357
42,61.15203837267002,45.90643409299189,32.83076139509329,46.92216214356072,49.641856533356425
43,61.360526432821594,45.83077632212064,32.50744827606553,46.80146251539506,49.75506030470681
44,61.607945186333296,45.70412155847865,32.202661995086494,46.71220292641613,49.7781896284426
45,62.07088018155555,45.63435996823705,31.87919867783023,46.63476838919108,49.843646510393164
46,62.157307885101034,45.434991767574644,31.539576780942614,46.596411510873004,49.84613203403631
47,62.31126369358246,45.198286186122175,31.21347839384581,46.49460361472239,49.87784582122693
48,62.54069747264309,45.13118751680903,30.80239948269177,46.36594820612158,49.90100429862686
49,62.693499363158246,45.10899215207997,30.15911165780497,46.42713804901213,49.96657444173373
50,62.81467595422224,45.196646015761935,29.725488316017866,46.428463248108145,50.01605812983081
51,62.956347297255874,45.054299266109965,29.445119803182724,46.40179786887875,49.973643899345284
52,63.02398226839395,45.01706078453762,29.145396999018644,46.35340314357752,49.91771369130373
53,63.06877888390903,44.89023749223659,28.997669117590597,46.333417344370886,49.83073688933887
54,63.07552265569021,44.827984656236545,28.84904070986948,46.33380144992508,49.79301006889319
55,63.18928160117176,44.72133101436562,28.64638579883776,46.249676781784636,49.87250851624927
56,63.29847080669701,44.58380190210759,28.44625340026267,46.20237729632202,49.85879179340472
57,63.44296264369997,44.40531554750539,28.24918315968858,46.1739930546603,49.91665348025596
58,63.66343193078152,44.33269340505379,28.01679094168563,46.23000528923929,49.9202326182723
59,63.862916142122295,44.33238521907524,27.7472055384547,46.270359546453335,50.01066846155705
60,63.94778157439601,44.243068777440875,27.519054084106298,46.35243651230772,50.019602859868385
61,64.2213113256434,44.23365550600002,27.344765980875234,46.46814975751721,50.01181621874219
62,64.40028487513571,44.232240648516594,26.9975251655557,46.44852604134173,50.01981524433649
63,64.59260825194951,44.23073596945481,26.49372350952533,46.35728669419773,50.112086711165446
64,64.73052254289536,44.18936410713032,26.533520634332636,46.213436622711505,50.163789610497375
65,64.93561483316167,44.14170488716598,26.336188455324603,46.10650320302525,50.15034366337178
66,65.16533178928525,44.045419786009255,26.32815640120034,46.19368480367136,50.23411972039862
67,65.18395027529967,43.987111136969276,26.229516001537448,46.21776841167603,50.18717565048722
68,65.33240503746465,43.97299557199609,26.20907650865043,46.23207113738371,50.30257823206756
69,65.48557659752866,43.955423374385795,26.10966525832585,46.17989179528802,50.25796589854836
70,65.50477170878115,43.92710261148665,26.004220089804416,46.139143160646846,50.25107053987489
71,65.47435080060946,43.887616680318686,25.734109889546943,46.20003100368071,50.23986419283142
72,65.53368737320204,43.840682869424526,25.638109715985074,46.267841645412304,50.305799677373116
73,65.57911350050166,43.913012278955364,25.42212830842878,46.29328607092492,50.34942972983537
74,65.65693925589227,43.87903925949435,25.313322253092412,46.31024456656431,50.466189568015494
75,65.91898522252527,43.84674754935481,25.143811187076533,46.2941236642595,50.60293318004674
76,65.88706953929294,43.81310901544084,25.017380451677504,46.31959937456061,50.64020025393047
77,66.26708576232325,43.827420732135444,24.813684261804962,46.33379321227362,50.79288406590394
78,66.35922785754214,43.86571140916132,24.557390482748453,46.42042391755167,50.900050986598494
79,66.54424058356906,43.8751779525785,24.325864092732857,46.53365536531191,51.12059783312249
80,66.73361943107746,43.951701723860204,24.129460478541016,46.64856278028811,51.15969279572248
81,66.91047298245785,43.98993083106175,23.993736407553737,46.75338465254981,51.35741451849482
82,66.87020988249157,43.93894498907826,23.984693097400765,46.8202203025149,51.45981839282941
83,66.95020028767671,43.82105395951743,23.76276995486652,46.7832038505673,51.57061542490041
84,67.2107962700337,43.68847218799852,23.676585627098653,46.89279488912048,51.68886902388442
85,67.36570434962965,43.59889027553593,23.50290295616728,46.96264221703832,51.85852139276692
86,67.40302874279459,43.45960425966018,23.574887408162716,46.987764976641245,51.9628450250896
87,67.6753691807071,43.421177193373325,23.47711712640179,46.894061173558754,52.075254831039864
88,67.90922257609431,43.33444644378922,23.31362559392747,46.93069209720113,52.12221108965338
89,67.98492741663298,43.25871884175263,22.855909993063076,46.93284470107323,52.287640400743044
90,68.4323284917845,43.18860906440448,22.726813168124,47.03620703306763,52.40658355247015
91,68.38496856956235,43.1457560048574,22.467441252249593,47.028738157720085,52.52552433448609
92,68.46819858070704,43.077247959201706,22.36474551598031,47.0152760004364,52.61302551863747
93,68.74718654821551,43.09514206135766,22.28950206445056,46.92214331455689,52.77380883970113
94,68.66559254983167,43.08786555769119,22.235493952063585,46.93826909724387,52.9755943342769
95,68.78952209377101,43.061930156715306,22.226092606179957,46.889479732254635,53.1329454956455
96,68.88995943363635,42.98070449496733,22.22094386719199,46.92261188385833,53.27091296036255
97,68.94907498239054,42.90962171503203,22.093799284564042,46.911837639287846,53.39323772104579
98,69.16116389481485,42.93622270368639,22.031710898629704,46.86627067872601,53.486946262386475
99,69.39046350292928,42.96731819629306,21.92582600179221,46.84661086689628,53.59367096430283
100,69.46584214632995,42.92367925222535,21.872879052812966,46.80619229993535,53.69264429058167
101,69.61296742498317,42.89601158033887,21.650995750393072,46.82107290931155,53.767466493286825
102,69.67524865225599,42.98389762915651,21.453572672406004,46.87616940217401,53.78064786784859
103,69.85547778232325,43.11045063090468,21.22466264623451,46.87528960185128,53.87569201519924
104,69.85471724013476,43.14477455013183,21.098453191081273,46.886625936714864,53.93860435806777
105,70.12413636390575,43.193185881043796,20.9242280509823,46.86271043685874,54.04714342643426
106,70.3633617784849,43.205448688496354,20.83832409160871,46.888085973305564,54.08654231894425
107,70.4481517220876,43.1841674957097,20.727342595335646,46.7578836771881,54.15225853681276
108,70.43978266767674,43.11444990220051,20.69254857270246,46.72191710365505,54.21167611143428
109,70.56072178855223,43.073786253855666,20.62768650487103,46.65201050835242,54.19942455701193
110,70.61634094006736,43.04155079962988,20.5729710824304,46.627012748673295,54.24430246191232
111,70.75838545030305,43.07237408149609,20.490795746102556,46.5854064711331,54.252619426832666
112,70.83709942282832,43.08826681395505,20.44181347604052,46.579680753415275,54.198729610298805
113,71.08053465579125,43.103894121628,20.304088750581528,46.53648501868839,54.23550959866533
114,71.3987398336027,43.15605822206477,20.26669653874922,46.52085143526041,54.275112324362546
115,71.55680429818185,43.2460828530858,20.126153575722043,46.47851263745401,54.284223340637425
