,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
0,-0.39000593814613166,-0.7494003818403622,-1.44167136261413,-0.5035787574885363,0.07518352359459905,-0.3331480765060474,-0.056908633570791275,0.4062086512707831,0.9631383641810892,-0.17129672158449882,-0.7363403930553705,-1.0999595207934179,-1.5766279724550336,-2.3691543115446367,-1.3557057489360371,-1.0803421521795389,-0.7821842829225083,-1.0293105916707017,-1.772480478097307,-0.8766894949776326,-0.9825252997569162,-0.6107046037186428,-0.9969941552327288,-0.9438236807125487,-1.3156582225022444,-0.9400463944983342,-0.9317133622193564
1,-0.9317133622193564,-0.9317133622193564,-0.9317133622193564,-0.9293500209836353,-0.9524809081200132,-0.8842237085655144,-1.209302982583981,-0.7450413972451289,-0.6323817591909531,-0.35867572181322155,-0.027134257689525616,-0.159492772794903,-0.2764551138471818,0.40361411912398387,-0.16092877521678858,-0.26364528332072684,-0.2586572245843518,-0.258768468600861,-0.258702997698256,-0.25873525241188056,-0.25875600578580493,-0.2591388158917968,-0.25918477041888244,-0.2591414356511646,-0.2591827346034146,-0.25914299982564104,-0.2591815613554667
2,-0.24724240929118857,-0.29597345374007017,-0.1959223697015998,-0.6632869618120122,-0.22352482771692853,-0.07506845311618317,-0.08849907939272167,-0.054915367383015355,0.25873364215126693,-0.06244423299813001,0.03649723055014304,0.40767349486539173,0.2551534191455959,0.5035751441334393,0.7440427090030466,1.1101621159511281,0.5005467186003758,0.3189175444013603,-0.041679090389804274,0.2167333474200913,0.6552843550811545,0.12044918590894527,0.09326616946434729,-0.022655260284638566,-0.058759654635089476,-0.13078107359108357,-0.2245009903338848
3,-0.44126624866277003,-0.4641045569312613,-0.5064237232991057,-0.6643713220615706,-1.1486616791892705,-2.291930589297507,-0.7939207833526776,-0.8919336995644712,-0.10256808725474273,-0.6262562314569174,-0.40028689390345856,-0.5540268756910551,-0.5205893272610479,-0.5249462485079999,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5192214183566425,-0.5204214416033758,-0.520879675134848
4,-0.5217323841056514,-0.47592016674655074,-0.8108356296599156,-0.18742530856145106,-0.13420058543915023,0.16328139912441225,-0.17240851745993754,-0.05558556296422935,-0.059206076849189375,-0.09662228087186535,0.039250477616600186,0.6635328052789834,0.046541525020491185,-0.013938077553706314,-0.015049347011316784,-0.014710127266335209,-0.015270580747233956,-0.015270580747233956,-0.015270580747233956,-0.016027241468365004,-0.3894257423633638,-0.033578574320090204,-0.03078819415306054,-0.03078819415306054,-0.03078819415306054,-0.03078819415306054,-0.03078819415306054
5,-0.03078819415306054,-0.03078819415306054,-0.02963855134850458,-0.03035930046096774,-0.02979231986204258,-0.029022711611045342,-0.057315861179103374,0.223024454711572,0.4269192811255495,0.783104955179908,1.2409423100812078,0.6906857723812344,0.509569742142245,0.29465259377237224,-0.0016177490251078896,-0.2117456840252033,-0.33290851992855996,-0.4299324683170164,-0.7401600543411787,-0.6424494474277709,-0.5847440804861856,-0.7283016603283607,-1.5427664456914594,-0.8774069999157866,-0.6172431235938284,-0.49028960773172975,-0.4895352380081661
6,-0.4983077509415946,-0.388819969150442,-0.180577560725265,0.28648557188907164,-0.02657428157012303,-0.19578152132166837,-0.11367870783854161,-0.587686096124976,-0.22083017371256117,-0.24003275328687143,-0.27838234566301684,-0.0050396781446958965,0.4777528546139259,0.7488781376850637,0.9901428883378351,1.1339733111345922,1.3336989722807575,1.3951231715200214,2.1915028222550124,1.5088028288859885,1.342590554912138,0.81749838753489,1.6333722639363186,1.0577145525578726,0.34350586658676346,-0.1814316431249642,-0.6422086068809674
7,-0.8869930586433903,-0.542024081105422,-0.4114145065999321,-0.6066726397007404,-1.3850124746943169,-0.7148736033163418,-0.5998907420111669,-0.5845636991756028,-0.6045226989105693,-0.5879702969237155,-0.6032317448947623,-0.5867854313822725,-0.3988887338486038,0.23357110963386535,-0.5437551810723221,-0.45483471123499514,-0.4543059072517485,-0.4572744589331511,-0.46513465942038656,-0.9398504070374486,-1.5034315393040456,-1.104885525456594,-2.043898182567943,-1.3473190725663933,-0.8558628761636817,-0.38436896675541,-0.12997128000901642
8,-0.1034509219662769,-0.10133632187204765,0.02665394067499898,-0.3051245454580414,0.2947252271818715,-0.02506025996996409,0.5406350340091742,1.1592329828286247,0.3561524883252456,0.029121505869121322,-0.22267015261013204,-0.09746243356952136,-0.13719517043375035,-0.1461701440815096,-0.31248219226365076,-0.9052014752835194,-1.4640085010940442,-0.39080045731307955,-0.8204482424944551,-0.5144579096163825,-0.2929424205763916,-0.12097678411281448,-0.21996796592644974,-0.22357044471845902,-0.2252453650462818,-0.21388454748202348,-0.21388454748202348
9,-0.21388454748202348,-0.2130816405612023,-0.23241180878880568,-0.21808415592480837,-0.21627254974121626,-0.1435936151209669,0.27740187203447614,-0.20712915822994596,0.8044608920977128,0.1554601398720787,-0.25220273283237993,-0.2353073998409092,-0.23971399389790324,-0.15969771485285067,-0.21867682319037682,-0.19380475465373526,-0.4785162342656601,-0.3205766106818851,-1.1581114586943664,-0.4297598134332535,0.04957843620820458,-0.37059856742661734,-0.2398762696885319,-0.24053844511124828,-0.24002917144824093,-0.1039613512717993,-0.2381982813827855
